review,sentiment
ですが。。,negative
私のお気に入りです。,positive
朝食は品数が少ない。,negative
数年ぶりの宿泊でした。,neutral
掃除も行き届いておりました。,positive
感動の連続でした。,positive
ちょっと困りました。,negative
掃除が行き届いていません。,negative
お味は良かったです。,positive
温泉旅行で利用しました。,neutral
アットホームな感じで良かったです。,positive
贅沢な気分になりました。,positive
5位です。,neutral
即決でした。,neutral
前回と同じ部屋でした。,neutral
チェックイン前に到着。,neutral
歩いてすぐです。,positive
駅近く便利。,positive
部屋はオーシャンビュー。,positive
朝風呂は最高でした。,positive
紅葉の時期にまた行きたいです。,positive
次回も予約しました。,positive
朝食も◎。,positive
朝食もおいしくてよかったです。,positive
ホテルも綺麗で良かったです。,positive
スタッフの皆さん頑張って下さい。,neutral
無料朝食も良かったです。,positive
とても気持ちの良い接客でした。,positive
駅からも近いのでまた利用したいと思います。,positive
ユニットバスは普通。,neutral
^)ありがとうございました。,positive
忘れてました。,neutral
)がありました。,neutral
恋人との旅行でお世話になりました。,neutral
接客もよく気持ちよく過ごせました。,positive
\(^_^)/,positive
充分満足です。,positive
ロケーションも最高です。,positive
がっかりしてしまいました。,negative
子連れにはオススメです。,positive
接客もいい感じでした。,positive
でもありがとうございました。,neutral
あったまりました。,positive
接客は親切丁寧。,positive
すばらしいホテルです。,positive
部屋は旧館?,neutral
本当に大好きなホテルです。,positive
お忙しい中ありがとうございました。,positive
楽しいひと時を過ごすことができました。,positive
スタッフの方も親切で助かりました。,positive
最近よく利用しています。,neutral
全く問題ないです。,neutral
温泉を楽しみに行きました。,positive
もちろんまた利用します。,positive
フロントの方も優しかったです。,positive
駅からも徒歩圏内。,positive
でもいいホテルでした。,positive
いつも通りでした。,neutral
バイキングの朝食も美味しかったです。,positive
トイレの便座が冷たい。,negative
ディズニーへの旅行で利用しました。,neutral
とても感じのいい方でした。,positive
この値段でこのサービス。,positive
「ありがとうございました。,neutral
高級感のあるホテルです。,positive
温泉も良かったですね。,positive
普通な感じです。,neutral
お値段以上のお宿でした。,positive
和室に宿泊。,neutral
何度も入りたくなります。,positive
美味しかったですけどね。,positive
紅葉シーズンに利用しました。,neutral
近くに飲食店もあります。,positive
清潔感に欠けます。,negative
食事は朝夕とも美味しかったです。,positive
ベッドが大きくて良かったです。,positive
ありがとうございました。...,neutral
やっぱり美味しかったです。,positive
野菜が美味しかったです。,positive
本当です。,neutral
今までありがとうございました。,positive
ありがとうございました\(^-^)/,positive
大きな不満はありません。,neutral
本当に残念でなりません。,negative
3分。,neutral
広くて気持ちよかったです。,positive
おもてなしは良かったです。,positive
残してすみません。,neutral
綺麗なホテルで良かったです。,positive
あったのかな?,neutral
ビジネスホテルとしては十分です。,positive
温泉があるのがいいですね。,positive
なんですか?,neutral
なんだかなぁ。,negative
朝食も美味しいと思います。,positive
無事に届きました。,positive
とても嬉しいサービスでした。,positive
改善されるといいですね。,negative
アドベンチャーワールドに行くのに利用しました。,neutral
ホテルの朝食も美味しかったです。,positive
温泉も肌がすべすべになりました。,positive
大阪から来ました。,neutral
私は二度と利用しません。,negative
お掃除は行き届いていました。,positive
古いビジネスホテルです。,neutral
目の前が海です。,positive
良心的です。,positive
海側の部屋に宿泊しました。,neutral
夕食は会席料理。,neutral
朝食も美味しくいただけます。,positive
(2泊),neutral
女性にオススメです。,neutral
本当に至れり尽くせりでした。,positive
朝の露天風呂は最高でした。,positive
スープが美味しかったです。,positive
とても親切で助かりました。,positive
朝食は満点です。,positive
量も多かったです。,neutral
朝食も豊富でした。,positive
リピーターになってます。,positive
家族の良い思い出になりました。,positive
一人旅には最適です。,positive
部屋はとても広くて良かったです。,positive
落ち着ける宿でした。,positive
と利用しました。,neutral
って感じで残念でした。,negative
なんとかしてほしい。,negative
必要十分です。,positive
いつも助かってます。,positive
コスパ悪いです。,negative
改善された方がいいと思います。,negative
安くて綺麗。,positive
ネットで予約しました。,neutral
トイレはウォシュレットです。,positive
フロントの対応もイマイチ。,negative
おしゃれなホテルでした。,positive
大変満足させてもらいました。,positive
あとは朝食。,neutral
駐車場が狭かった。,negative
ちょっと不便です。,negative
とても楽しみです。,neutral
ビジネスホテルですね。,neutral
いつまでもお元気で。,neutral
もう少し工夫してほしいです。,negative
久しぶりです。,neutral
食事はバイキングで美味しかったです。,positive
部屋が狭すぎる。,negative
お気に入りのホテルの一つです。,positive
そして綺麗!,positive
大浴場でゆっくりできました。,positive
素晴らしい立地です。,positive
と思うほど良かったです。,positive
カニが食べたい!,neutral
私は満足でした。,positive
朝食もありがたかったです。,positive
)良かったです。,positive
朝食は満足できます。,positive
これぞ温泉!,positive
頑張ってね。,neutral
今回は旅行で利用しました。,neutral
満足して帰りました。,positive
ありがとうございました☆☆,neutral
今回利用させて頂きました。,neutral
部屋自体は綺麗でした。,positive
楽しい家族旅行でした。,positive
なかなかないと思います。,neutral
大変素晴らしかったです。,positive
禁煙ルームを予約しました。,neutral
ファミリーで利用しました。,neutral
一流です。,positive
スタッフの方も良かったです。,positive
部屋がとても広く快適でした。,positive
接客が残念でした。,negative
アメニティも充実でした。,positive
・朝食が美味しい。,positive
とてもよく眠れました。,positive
また行きますので。,positive
おかげで助かりました。,positive
と思うことがありました。,neutral
機会があればまた宜しくお願いします。,positive
懐かしい感じがしました。,positive
空いていて良かったです。,positive
歴史を感じます。,neutral
朝食を楽しみにしていました。,positive
ロケーションが最高でした。,positive
安定してます。,positive
風呂はユニットバス。,neutral
間違いなくリピートします。,positive
美味しい朝食でした。,positive
部屋の広さも充分でした。,positive
という印象がありました。,neutral
何から何までお世話になりました。,neutral
便利でよかったです。,positive
よろしくお願いしますね。,neutral
接客も気持ちの良いものでした。,positive
繁華街も徒歩圏内。,positive
初めて予約しました。,neutral
とてもいいところです。,positive
相変わらずよかったです。,positive
サービスも行き届いています。,positive
行けばわかります。,neutral
駅から少し距離があります。,negative
とても楽しかった。,positive
駅からも徒歩圏内です。,positive
と探しました。,neutral
再び利用しました。,positive
機会があればまた利用したいホテルの一つです。,positive
疲れがとれる。,positive
もう少し種類があると嬉しいです。,neutral
言うことなしですね。,positive
コーヒーのサービスもありました。,positive
カプセルを利用しました。,neutral
全体的に素晴らしいと思います。,positive
たっぷり堪能しました。,positive
また機会があれば利用したいと感じました。,positive
確かに美味しかったです。,positive
マイナス1。,negative
お風呂も大変よかったです。,positive
以前から気になっていました。,neutral
今回も家族旅行で利用しました。,positive
お部屋はきれいで良かったです。,positive
ありがたく使わせていただきました。,positive
「おはようございます。,neutral
心がほっこりしました。,positive
ステキなホテルでした。,positive
の音が気になりました。,negative
特に露天風呂は最高です。,positive
バイキングが美味しかったです。,positive
朝食が楽しみです。,positive
他は綺麗でした。,positive
熟睡できませんでした。,negative
近くて助かりました。,positive
朝食付きでこの値段。,positive
思ったより広かったです。,positive
と諦めました。,negative
美味しい料理ありがとうございました。,positive
清潔感のある部屋で気持ち良く過ごすことができました。,positive
プリンも美味しかったです。,positive
このお値段で大満足です。,positive
ビンゴ大会も楽しかったです。,positive
って感じのホテルでした。,neutral
清潔感なし。,negative
リピートになります。,positive
釜飯が美味しかったです。,positive
って感じでしたが。,neutral
温泉ではありません。,neutral
本当に大満足の旅行になりました。,positive
駐車場も近くて便利です。,positive
夕食は期待外れでした。,negative
なかなか楽しかったです。,positive
フロントの女性の対応も良かったです。,positive
大浴場があれば最高。,neutral
機会があれば次回も利用します。,positive
朝から気分が悪くなりました。,negative
朝もゆっくりできました。,positive
駐車場も近くにあります。,positive
トイレも共同。,neutral
すごく良いです。,positive
o(^-^)o,neutral
こんなもんでしょう。,neutral
ベッドが狭い。,negative
早めの予約をオススメします。,neutral
しかも高い。,negative
安いのでまた利用したいです。,positive
恐縮です。,neutral
バス停も近いです。,positive
アメニティは最低限。,negative
連泊して正解でした。,positive
それはお風呂です。,neutral
子連れでも安心。,positive
久しぶりに感動しました。,positive
料理の説明も丁寧でした。,positive
一泊でしたが快適に過ごせました。,positive
最上階の部屋に宿泊しました。,neutral
仕方ないですが...。,negative
加湿器が欲しかったです。,negative
早くまた行きたいです。,positive
忙しかったのかな?,negative
品数も十分でした。,positive
ではまた。,neutral
エアコンの効きが悪い。,negative
素晴らしいおもてなしありがとうございました。,positive
壊れていたのでしょうか?,neutral
やっぱりお風呂は最高でした。,positive
赤ちゃんプランを利用しました。,neutral
期待以上に美味しかったです。,positive
トイレが臭い。,negative
味付けは良かったです。,positive
ドリンクも飲み放題。,positive
アメニティーも揃っていました。,positive
食事に関しては大満足です。,positive
気持ちよく過ごせます。,positive
朝食付きで良かったです。,positive
と思うかもしれません。,neutral
楽しい時間を過ごさせてもらいました。,positive
~食事~,neutral
綺麗に掃除されていました。,positive
歴史を感じる旅館でした。,positive
部屋は綺麗だと思います。,positive
笑えました。,neutral
掃除してますか?,negative
結構良かったです。,positive
きれいな部屋。,positive
露天風呂もありません。,negative
オートロックではありません。,negative
と好評でした。,positive
駅からのアクセスも良いです。,positive
部屋もゆったり。,positive
極楽でした。,positive
と焦りました。,neutral
その際に利用しました。,neutral
復興割で利用しました。,positive
特にこれ!,positive
シャワーの温度調節が難しかったです。,negative
お風呂も使いやすかったです。,positive
ダメですね。,negative
でもお風呂は最高でした。,positive
人手不足でしょうか?,negative
登山後に利用しました。,neutral
出張には便利です。,positive
温泉にもゆっくり入れました。,positive
駅近くて便利です。,positive
ご飯が進みました。,positive
モニタープランで宿泊しました。,neutral
騒音も気になりませんでした。,positive
マッサージチェアも良かったです。,positive
楽しみに伺いました。,positive
揚げたての天ぷらは美味しかったです。,positive
駅から近いホテルです。,positive
ちょっと嬉しかったです。,positive
安いから仕方ないのかな?,negative
と楽しみです。,positive
という対応。,neutral
大満足だった。,positive
周りには何もありません。,neutral
ちょっと狭かったです。,negative
見晴らしは最高です。,positive
部屋も広く清潔感があり良かったです。,positive
朝食は本当においしかったです。,positive
温泉も癒されました。,positive
微妙な感じでした。,negative
個人的な意見ですが。,neutral
接客も丁寧に対応していただきました。,positive
孫を連れての旅行でした。,neutral
とても素敵です。,positive
品数が少なく感じました。,negative
普通の宿でした。,neutral
と思ったからです。,neutral
WiFi対応。,positive
おにぎりが美味しかったです。,positive
内容は普通です。,neutral
朝食も全て美味しかったです。,positive
部屋は綺麗にされていました。,positive
駅近で綺麗なホテルでした。,positive
それ以外は美味しかったです。,positive
夕食付きにしました。,neutral
気をつけてほしいです。,negative
とても面白かったです。,positive
すぐに対応してくれました。,positive
それくらい良かったです。,positive
とても感動いたしました。,positive
ロケーションも素晴らしい。,positive
種類も少ない。,negative
大変ご迷惑をおかけしました。,negative
家族みんなで楽しめました。,positive
寝心地最高です。,positive
建物も新しく清潔感があります。,positive
丁寧な対応で良かったです。,positive
展望風呂も最高でした。,positive
酷すぎます。,negative
耳栓必須です。,negative
外観は綺麗です。,positive
部屋は清潔で不満はありません。,positive
非日常を味わえました。,positive
フロントの対応も親切で丁寧でした。,positive
駐車場が遠いです。,negative
落ち着いて食べられませんでした。,negative
掃除も綺麗にされていました。,positive
プールもあります。,neutral
これは初めての経験でした。,neutral
プロですね。,positive
わかりやすい場所にあります。,positive
フロントの対応は親切で良かったです。,positive
のような感じでした。,neutral
割高感があります。,negative
繁華街も近くて便利でした。,positive
朝も入れます。,neutral
朝食も品数が多かったです。,positive
全体的にはまあまあでした。,neutral
広さは普通。,neutral
元気になりました。,positive
とにかく温泉が最高!,positive
思い出に残る宿でした。,positive
加湿器もありがたかったです。,positive
ということはありませんでした。,neutral
温泉を満喫できました。,positive
残念なところは...,negative
一つ言うなら...,negative
今までで一番良かったです。,positive
お風呂はぬるめ。,neutral
建物はかなり古い。,negative
非常に綺麗で良かったです。,positive
マッサージも良かったです。,positive
朝食も美味しく食べられました。,positive
とても美味しいですよ。,positive
便利なのでまた利用したいと思います。,positive
泊まって良かったと思いました。,positive
心地良く過ごせました。,positive
京都駅から徒歩圏内。,positive
女性には嬉しいですね。,positive
天ぷらは美味しかったです。,positive
想像通りでした。,neutral
とても満足のいくものでした。,positive
皆さんも是非。,positive
貸切状態でゆっくり入れました。,positive
フロントは丁寧な対応でした。,positive
コンビニも近くに有ります。,positive
布団も清潔でした。,positive
よく分かりません。,neutral
すごく得した気分でした。,positive
当たり前です。,neutral
連泊したいくらいでした。,positive
同僚と出張で利用しました。,neutral
街中で便利です。,positive
部屋は必要十分。,positive
部屋も温泉も良かったです。,positive
老舗旅館です。,neutral
建物の古さは否めません。,negative
かなりお得だと思います。,positive
お部屋が素敵でした。,positive
客室露天風呂は最高でした。,positive
宿泊してみて下さい。,neutral
部屋の広さもちょうど良かったです。,positive
とても楽しかったようです。,positive
枕が選べるのも良かったです。,positive
おかげで疲れが取れました。,positive
温泉もあり良かったです。,positive
温泉に惹かれて予約しました。,neutral
と思いながら食べました。,neutral
駐車場無料も嬉しかったです。,positive
普通の部屋です。,neutral
こんな所に?,neutral
すごく居心地が良かったです。,positive
どこへ行くにも便利です。,positive
美味しかったようです。,positive
と迷いました。,neutral
楽しく食事が出来ました。,positive
温泉好きには最高です。,positive
インテリアも素敵でした。,positive
フロントの接客も感じが良かったです。,positive
無理かな?,neutral
割高です。,negative
内容も良かったです。,positive
窓から見える景色も最高でした。,positive
白米も美味しかったです。,positive
すごーい!,positive
安すぎる!,positive
珍しいですね。,neutral
コスパも良くまた利用したいです。,positive
気軽に泊まれます。,positive
500円。,neutral
従業員の方の接客が素晴らしかったです。,positive
かなり迷いました。,negative
とても狭かったです。,negative
エレベーターが遅い。,negative
便利で快適でした。,positive
接客丁寧。,positive
広い部屋で良かったです。,positive
天気も良く最高でした。,neutral
お風呂だけが残念でした。,neutral
また行きますー。,positive
食事はとても満足できました。,positive
お風呂も広くて綺麗。,positive
朝食が気に入っています。,positive
マジか?,negative
引き続き利用したいと思います。,positive
駅にも近くて良かったです。,positive
それなりに良かったです。,positive
アクセスが便利です。,positive
お風呂がぬるかった。,negative
家族での旅行。,neutral
迷うことはありません。,neutral
無料の朝食は美味しかったです。,positive
年に何度か利用しています。,positive
初めての旅行で利用させていただきました。,neutral
飲食店もたくさんあります。,positive
良かったのは朝食です。,positive
いやいや。,negative
露天風呂サイコー!,positive
忙しかったのでしょうか。,negative
くらいの利用です。,neutral
お風呂は綺麗で良かったです。,positive
部屋は残念でした。,negative
朝食はいいです。,positive
安いですね。,positive
一気に気分が悪くなりました。,negative
スタッフの方も対応が良かったです。,positive
良いホテルだと思う。,positive
朝から元気が出ました。,positive
ペットを連れての宿泊でした。,neutral
部屋も広々していました。,positive
気持ちいいですよ。,positive
想像以上に快適でした。,positive
また泊まりたいと思うホテル。,positive
また利用させていただいています。,positive
受付の対応が良かった。,positive
この宿を選んで正解でした。,positive
とても可愛かったです。,positive
コスパ的にも満足してます。,positive
食事の量もちょうど良かったです。,positive
かわいそうでした。,negative
とても残念に思います。,negative
重ねてありがとうございました。,positive
ちょっと不満でした。,negative
予想以上のホテルでした。,positive
雨が降っていたので助かりました。,positive
頑張っていただきたいです。,neutral
文句なしですね。,positive
私には合いませんでした。,negative
ウォシュレットはありません。,negative
広くて使いやすかったです。,positive
のびのび過ごせました。,positive
これもいいですね。,positive
頑張れ熊本!,neutral
という量でした。,neutral
今回は大満足でした。,positive
また美味しかったです。,positive
今度は連泊で。,neutral
お部屋も接客も良かったです。,positive
3時にチェックイン。,neutral
使い勝手も良かったです。,positive
カプセルホテルは初めてでした。,neutral
広々していて良かったです。,positive
静かに過ごせます。,positive
トイレは和式。,neutral
かなりお腹いっぱいになりました。,positive
駐車料金無料。,positive
部屋の換気扇?,neutral
古さが目立ちます。,negative
高層階に泊まりました。,neutral
シャトルバスも便利でした。,positive
本当に素晴らしい景色でした。,positive
部屋はビジネスホテル並み。,neutral
居心地は良かったです。,positive
朝食満足。,positive
挨拶もない。,negative
リピートあり。,neutral
スタッフの方々も親切丁寧。,positive
「すみません。,neutral
本当にどれも美味しかったです。,positive
朝食は充実してました。,positive
パジャマも良かったです。,positive
私も大満足でした。,positive
接客は大変良かった。,positive
接客は問題ありませんでした。,neutral
露天風呂は絶景です。,positive
オーシャンビューは最高でした。,positive
従業員の方の対応がとても良かったです。,positive
部屋でもゆっくりくつろげました。,positive
朝食も普通かな。,neutral
部屋はきれいで落ち着けました。,positive
・お風呂とトイレが別。,positive
価格も安く助かりました。,positive
フロントの方は良かったです。,positive
気兼ねなく過ごすことができました。,positive
また機会があれば宜しくお願いいたします。,positive
本当に寝るだけ!,neutral
部屋でゆっくりできました。,positive
唯一の難点?,negative
前回同様美味しかったです。,positive
良い宿泊ができました。,positive
最上階の大浴場は良かったです。,positive
露天風呂もあり気持ち良かったです。,positive
安くてびっくりしました。,positive
接客もとても気持ちよかったです。,positive
紅葉がとてもきれいでした。,positive
朝ご飯は美味しいです。,positive
ホテルも良かったです。,positive
荷物も預かっていただき助かりました。,positive
ベッドが硬い。,negative
食事も美味しくボリュームがありました。,positive
これでこの値段?,neutral
今回初めて朝食をいただきました。,neutral
如何なものかと思います。,negative
部屋も広くてきれいだった。,positive
朝も夜も大満足でした。,positive
心に残る旅となりました。,positive
味付けが良かったです。,positive
これぞリゾート!!,positive
結構遠い。,negative
ここは本当に良かった。,positive
掃除が行き届いていないと感じました。,negative
部屋やお風呂は良かったです。,positive
兄弟旅行で利用しました。,neutral
食事も美味しかったし。,positive
この度は初めて利用させて頂きました。,neutral
美味しかっただけに残念です。,negative
値段も高い。,negative
今年初めての宿泊でした。,neutral
お風呂も温まりました。,positive
バスローブもありました。,positive
料理とお風呂は最高でした。,positive
立地もよく快適に過ごせました。,positive
にはびっくりしました。,neutral
フロントの方は丁寧に対応してくださいました。,positive
コンビニや飲食店も近いです。,positive
今回の旅行は大満足でした。,positive
夜も朝も美味しかったです。,positive
一人で利用させて頂きました。,neutral
無料なのでありがたいです。,positive
スタッフが素晴らしい。,positive
実にもったいない。,negative
アットホームな雰囲気で良かったです。,positive
古いから?,neutral
食事もおいしくゆっくりできました。,positive
とても喜んでました!,positive
食事がイマイチでした。,negative
食事もお腹いっぱい!,positive
部屋から海が見えました。,positive
フロントの対応も良くまた利用したいと思います。,positive
良かったね!,positive
全体的に不満はありません。,neutral
北海道旅行に利用しました。,neutral
来年もまたお世話になると思います。,positive
コンビニも少し歩きます。,neutral
ご飯もおかわりしてしまいました。,positive
部屋着もなし。,negative
ボイラーの音?,neutral
清潔感もないです。,negative
海も見えてよかったです。,positive
二泊目に利用させていただきました。,neutral
などなど...。,neutral
スタッフの方々の対応も丁寧で良かったです。,positive
叉利用します。,positive
極めつけは朝食。,neutral
ホテル内は静かです。,positive
接客は非常に良いです。,positive
絶対行きます!,positive
と言ってきました。,neutral
美味しすぎました。,positive
家族で何度も利用しています。,neutral
お風呂がとても綺麗でした。,positive
虫が出た。,negative
でもコスパは良いと思います。,positive
ただ、1.,neutral
本当に感激しました!,positive
部屋もとても綺麗で快適でした。,positive
部屋は清潔で申し分ありませんでした。,positive
改善されればまた利用したいです。,positive
お風呂にも大満足。,positive
お腹もいっぱいでした。,positive
親切な対応をしていただきました。,positive
お値段の割にはとても良かったです。,positive
スタッフも最高です。,positive
ベッドも大きくて良かったです。,positive
タバコの匂いが気になりました。,negative
モール温泉最高!,positive
ゆっくり宿泊させて頂きました。,positive
室内はとても過ごしやすかったです。,positive
対応して頂きありがとうございました。,neutral
のにおいがしました。,neutral
ファミリー向けですね。,neutral
また来年も利用したいです^,positive
フロントが狭い。,negative
すぐにフロントに電話。,neutral
かなりリラックスできました。,positive
温泉も気持ちよく入ることができました。,positive
まさに絶景!,positive
おかずの種類が少ない。,negative
ということが多々ありました。,neutral
朝食も合格点。,positive
露天風呂も大きい。,positive
時間を忘れてゆっくりできました。,positive
しっかりして欲しいです。,negative
フロントは研修中?,neutral
この値段なら十分です。,positive
隠れ家的な宿です。,neutral
そこも残念でした。,negative
部屋はゆっくり出来ました。,positive
大浴場はとても気持ちが良かったです。,positive
5にしました。,neutral
朝食が物足りない。,negative
少し残念な気分になりました。,negative
露天風呂の眺めも最高でした。,positive
不親切ですね。,negative
ここはどこ?,neutral
全部食べたかったです。,neutral
下呂温泉は初めてでした。,neutral
汚すぎる。,negative
お見送りもなし。,negative
基本的には良いホテルだと思います。,neutral
本当にお気に入りのホテルです。,positive
部屋に関しては大満足でした。,positive
家族で良い思い出ができました。,positive
これは間違いない!,positive
食事です。,neutral
子供と二人で利用させてもらいました。,neutral
無料なので十分だと思います。,neutral
朝食も無料でついてました。,positive
これから利用します。,neutral
時期的?,neutral
海が見える部屋でした。,positive
食事の内容も良かったです。,positive
大浴場にも満足。,positive
洗面所も広くて良かったです。,positive
バルコニーもあります。,positive
残念な事がありました。,negative
入浴剤も嬉しかったです。,positive
枕が良かったです。,positive
有難うございました^^。,positive
ロケーション抜群です。,positive
総合的に満点でした。,positive
接客も良く部屋も綺麗でした。,positive
部屋が狭かったのが残念です。,negative
コーヒーのサービスいいですね。,positive
今回は和室に泊まりました。,neutral
ゆっくり美味しくいただきました。,positive
飲み物も充実しています。,positive
旅行のため利用しました。,neutral
」を利用しました。,neutral
部屋が広くて最高でした。,positive
3階建て?,neutral
立地的にも良かったです。,positive
温泉も綺麗で良かったです。,positive
という答え。,neutral
という感じではありませんでした。,neutral
また次回利用させていただきます!,positive
自信を持ってお勧めします。,positive
夜は満天の星空。,positive
国際通りも近くて便利でした。,positive
やっと行けました。,neutral
清潔ではありません。,negative
母の還暦祝いで利用させて頂きました。,neutral
シャワーの出も良い。,positive
クチコミで選びました。,neutral
なんといっても部屋が広い!,positive
家族三人で行きました。,neutral
今回も良い旅になりました。,positive
ホテル自体はとても綺麗でした。,positive
立地は悪くありません。,neutral
考えて下さい。,neutral
お風呂も綺麗でとても良かったです。,positive
爆睡出来ました。,positive
行く価値あり!,positive
施設も綺麗で良かったです。,positive
最上階の温泉も良かったです。,positive
フロントの対応も感じが良いです。,positive
民宿か?,neutral
のんびりするには最高です。,positive
暑くて眠れませんでした。,negative
館内も綺麗です。,positive
初めての体験。,neutral
そしたらなんと!,neutral
気持ちの良い滞在ができました。,positive
それでも十分満足できました。,positive
新人さんだったのかな?,neutral
コンパクトなお部屋。,neutral
態度が悪い。,negative
ハズレなしです。,positive
旅行の宿として利用しました。,neutral
経費削減?,neutral
安いしまた利用したいです。,positive
口コミ通りお風呂は最高でした。,positive
夫婦で連泊させていただきました。,neutral
脱衣所は狭いです。,negative
期待を裏切らない味でした。,positive
次は朝食。,neutral
今度は違う季節に。,neutral
お風呂も清潔で快適でした。,positive
無事到着。,neutral
期待通りで良かったです。,positive
掃除は行き届いていて清潔感はありました。,positive
と思いながら予約しました。,neutral
繁華街からも近くて良かったです。,positive
美肌の湯ですね。,positive
素晴らしいおもてなしです。,positive
アワビが美味しかったです。,positive
お風呂も貸切状態でした。,positive
全体的にとても気に入りました。,positive
お部屋も広くていいですね。,positive
近江牛は最高でした。,positive
お粥が嬉しかったです。,positive
そこはマイナス。,negative
コンビニも便利でした。,positive
次回も利用したいと思えるホテルです。,positive
館内は清潔で快適に過ごせました。,positive
お盆の旅行に利用しました。,neutral
売店もありません。,negative
食事も満足のいくものでした。,positive
今回は残念。,negative
とても安く利用させていただきました。,positive
特に問題なく泊まれました。,positive
海も近い。,positive
ここも良かったです。,positive
残念なのが清掃面。,negative
とても良い印象を受けました。,positive
値段の割には部屋が狭い。,negative
接客も満点。,positive
料理は夕.,neutral
)快適でした。,neutral
量もたくさんありました。,positive
と言いながら帰りました。,neutral
もう食べられない!,neutral
リーズナブルで助かりました。,positive
部屋は特に不満はありませんでした。,neutral
フロントの対応はとても丁寧。,positive
チェックインして部屋へ。,neutral
部屋も広く眺めも良かったです。,positive
もう少し広いといいですね。,negative
ちょっと分かりにくかったです。,negative
ゆっくり出来ませんでした。,negative
温泉は最高に良かった。,positive
部屋普通。,neutral
1階のレストラン?,neutral
広々と使わせていただきました。,positive
ホテル全体が綺麗でした。,positive
サラダも美味しかったです。,positive
運が悪かったのかな?,negative
お風呂が充実しています。,positive
部屋は少し狭いかな...,negative
まあ普通です。,neutral
結果は期待以上でした。,positive
シンプルで良かった。,positive
豪華さはありません。,neutral
清潔感がありおすすめのホテルです。,positive
景色も良く最高でした。,positive
期待通りの温泉でした。,positive
部屋の壁が薄い?,negative
注意して下さい。,negative
食事も美味しく戴きました。,positive
一考を!,neutral
居心地がとても良かったです。,positive
部屋も狭く感じました。,negative
料理も接客も良かったです。,positive
違うでしょ。,negative
部屋は良かったですよ。,positive
至れり尽くせりの宿でした。,positive
ビール飲み放題!,positive
品数も味も良かったです。,positive
残念な点は二つ。,negative
客室露天風呂は最高です。,positive
お風呂とトイレが別々で良かったです。,positive
部屋も綺麗で広い!,positive
素泊まりでしたが快適に過ごせました。,positive
駅直結で便利なホテルです。,positive
観光に便利な立地です。,positive
繁華街から近い。,neutral
気持ちの良い時間を過ごすことができました。,positive
とっても楽しみにしていました。,neutral
立地が良いだけに残念です。,negative
一気にテンションが上がりました。,positive
滞在中は快適に過ごせました。,positive
ビジネスホテルのような感じでした。,neutral
綺麗にされています。,positive
ちょっと疲れました。,negative
フロントの方々はとても感じが良かったです。,positive
機会があったらまた泊まります。,positive
飲泉もできます。,neutral
次は家族で。,neutral
コンセントもたくさんありました。,neutral
たま利用したいです。,positive
いいですか?,neutral
枕元にコンセントが欲しい。,negative
バスタブなし。,negative
気持ち悪くて食べられませんでした。,negative
観光には便利でした。,positive
ゆっくりしたい方にオススメです。,positive
観光には最適です。,positive
また宿泊したいものです。,positive
少し物足りない感じがしました。,negative
美味しく食べられました。,positive
お風呂もお部屋も。,neutral
過ごしやすいお部屋でした。,positive
すごいと思いました。,positive
また泊まりに行きたいな。,positive
ほぼ満点です。,positive
送迎バスを利用しました。,neutral
リーズナブルでおすすめです。,positive
快く迎えてくれました。,positive
とてもいい場所でした。,positive
朝ごはんも美味しかった~,positive
と少し残念な気持ちになりました。,negative
外観は大丈夫かな?,neutral
ホテルとしては良かったです。,positive
近くに飲食店がたくさんあります。,positive
子供連れには最適。,positive
部屋に入ると臭い。,negative
お肌がすべすべ。,positive
また機会あれば行きます。,positive
ゴールデンウィーク初日。,neutral
とにかく設備が古い。,negative
駅が目の前。,positive
エステも最高でした。,positive
今度は食事付きで。,positive
お得感バッチリです。,positive
施設は申し分ありません。,positive
翌日の朝食はバイキング。,neutral
部屋の広さもまずまず。,positive
接客も丁寧で好感を持ちました。,positive
よく使っています。,positive
)ことです。,neutral
岩盤浴が良かったです。,positive
何度も利用したい宿です。,positive
駐車場も近い。,positive
フロントの方も気持ちの良い対応でした。,positive
丁寧に説明して頂きました。,positive
全てがキレイでした。,positive
そして温泉は最高でした。,positive
接客は申し分なかったです。,positive
食事はよかった。,positive
なんか違う。,negative
こちらのホテルは初めてでした。,neutral
2お風呂。,neutral
5~3.,neutral
是非利用します。,positive
立地:◎,positive
おにぎり美味しかったです。,positive
お部屋は快適。,positive
湿気臭い?,negative
スタッフの方も感じの良い方でした。,positive
って感じでびっくりしました。,neutral
少し狭いです。,negative
子供もまた行きたい!,positive
部屋食も美味しかったです。,positive
総合的にはゆっくりできました。,positive
温泉はいいね。,positive
と思えるおもてなしでした。,neutral
朝食のバイキングには驚きました。,positive
無事に帰れました。,neutral
家族みんなで美味しくいただきました。,positive
海の幸を堪能しました。,positive
接客は素晴らしいと思いました。,positive
チャンスがあればまた利用したいと思います。,positive
足を伸ばしてゆっくりできました。,positive
風呂はきれいでした。,positive
ってかんじ。,neutral
プールは楽しかったです。,positive
二人で宿泊させて頂きました。,neutral
値段的には満足です。,positive
寝るためだけに利用しました。,neutral
朝食は美味かった。,positive
駅からも近く助かりました。,positive
最上階に宿泊しました。,neutral
古さは仕方ない。,neutral
食事も美味しく頂くことが出来ました。,positive
とても親切に対応してもらいました。,positive
送迎もしてくれます。,positive
綺麗ですね。,positive
